ID,Customer ID,Purchase Date,Product Price,Quantity,Total Purchase Amount,Payment Method,Returns,Gender,Churn,Product Category ID
66,39199,2021-12-04 16:00:07,250,2,2630,Cash,1.0,Male,0,3
67,3843,2021-04-03 10:46:19,441,2,556,Credit Card,1.0,Male,0,1
68,3843,2022-02-12 17:01:14,401,3,1996,Crypto,1.0,Male,0,4
69,3843,2020-03-10 17:38:55,276,3,4997,Credit Card,,Male,0,1
70,3843,2020-05-16 21:10:54,15,2,1651,PayPal,1.0,Male,0,4
71,3843,2022-02-11 18:27:01,164,5,3607,Credit Card,1.0,Male,0,4
72,49593,2022-12-19 18:27:11,136,5,3200,PayPal,1.0,Male,1,2
73,49593,2021-05-21 20:48:43,299,2,1171,Crypto,0.0,Male,1,2
74,49593,2022-01-08 14:20:13,196,1,2550,Credit Card,0.0,Male,1,4
75,49593,2021-05-01 15:03:48,227,3,1856,PayPal,,Male,1,4
76,49593,2022-10-03 23:40:34,291,2,419,Credit Card,1.0,Male,1,2
77,49593,2022-04-03 16:32:50,342,1,337,PayPal,0.0,Male,1,3
78,49593,2021-12-12 08:09:31,265,4,4613,PayPal,1.0,Male,1,3
79,49593,2022-03-31 22:48:27,124,2,1848,Crypto,0.0,Male,1,4
80,49593,2021-11-27 19:47:36,388,2,743,Cash,,Male,1,4
81,49593,2022-12-16 05:11:23,121,5,4434,PayPal,0.0,Male,1,2
82,49593,2021-05-19 16:21:16,124,1,3246,Credit Card,0.0,Male,1,3
83,49593,2022-08-17 23:49:04,18,5,2670,PayPal,1.0,Male,1,4
84,34772,2020-11-30 10:39:49,450,2,1899,Cash,1.0,Male,0,2
85,34772,2020-08-18 23:37:29,313,3,3770,Crypto,0.0,Male,0,4
86,34772,2021-12-10 08:34:48,389,3,1722,Cash,1.0,Male,0,1
87,34772,2022-11-30 18:46:39,177,5,4684,Credit Card,1.0,Male,0,3
88,34772,2022-07-26 19:45:47,15,5,3060,Credit Card,1.0,Male,0,4
89,34772,2020-10-02 12:19:24,62,2,2786,Credit Card,0.0,Male,0,4
90,34772,2020-01-02 16:27:32,63,3,3910,Credit Card,,Male,0,3
91,34772,2020-06-29 13:01:26,140,2,3469,PayPal,1.0,Male,0,3
92,47326,2023-01-24 15:29:48,386,3,802,Cash,1.0,Male,0,3
93,47326,2022-08-25 12:48:54,188,5,2582,PayPal,,Male,0,1
94,47326,2020-08-08 16:02:11,371,1,668,Crypto,1.0,Male,0,2
95,47326,2023-06-23 22:41:06,400,5,1961,PayPal,1.0,Male,0,3
96,47326,2023-04-03 12:12:35,392,2,5168,Cash,1.0,Male,0,3
97,47326,2021-10-14 14:16:23,486,5,3882,Credit Card,1.0,Male,0,1
98,24270,2021-03-01 07:43:35,323,1,3579,Crypto,1.0,Male,1,1
99,24270,2020-01-25 08:55:06,332,2,5247,PayPal,1.0,Male,1,4
100,24270,2022-10-28 12:24:13,92,2,1792,PayPal,0.0,Male,1,3
101,24270,2023-05-14 22:58:21,495,2,422,Credit Card,0.0,Male,1,3
102,24270,2023-06-19 17:24:03,127,3,4642,Credit Card,1.0,Male,1,3
103,25638,2022-11-13 05:57:54,289,3,926,PayPal,,Female,0,4
104,25638,2021-01-30 12:30:31,79,5,1470,Credit Card,1.0,Female,0,3
105,25638,2023-02-02 11:25:25,294,3,1614,PayPal,0.0,Female,0,4
106,25638,2021-07-12 21:34:37,364,2,4962,Credit Card,,Female,0,1
107,25638,2021-12-18 00:23:02,133,4,4823,PayPal,1.0,Female,0,2
108,44610,2022-12-21 17:26:54,291,5,3628,Crypto,0.0,Male,0,3
109,44610,2023-05-08 04:11:11,16,4,3605,Credit Card,0.0,Male,0,3
110,44610,2021-01-04 18:47:06,348,1,1752,Credit Card,1.0,Male,0,1
111,44610,2021-11-19 17:40:51,212,4,3156,Credit Card,1.0,Male,0,3
112,44610,2022-10-08 14:22:08,90,3,4768,Credit Card,1.0,Male,0,2
113,44610,2020-05-30 14:16:29,46,2,1738,Credit Card,,Male,0,4
114,42239,2022-01-27 22:49:24,39,2,5118,Crypto,1.0,Male,0,2
115,42239,2023-02-15 17:11:25,424,1,1683,Cash,,Male,0,3
116,42239,2023-02-07 13:42:37,229,2,4546,PayPal,0.0,Male,0,3
117,42239,2020-03-04 04:39:57,127,2,5015,Cash,,Male,0,2
118,42239,2020-04-26 22:09:13,113,2,734,PayPal,0.0,Male,0,2
119,42239,2020-10-25 01:16:36,129,5,1839,PayPal,1.0,Male,0,3
120,36664,2021-03-06 06:25:21,404,5,1950,Cash,1.0,Female,1,4
121,36664,2020-04-09 09:11:14,437,5,2968,Crypto,0.0,Female,1,1
122,36664,2020-11-11 03:59:43,445,4,2773,Cash,0.0,Female,1,1
123,36664,2023-07-19 02:29:17,340,5,965,Credit Card,0.0,Female,1,4
124,36664,2020-12-23 17:03:20,100,4,3013,Crypto,0.0,Female,1,3
125,36664,2020-03-28 23:47:48,409,3,2025,PayPal,1.0,Female,1,1
126,36664,2021-04-21 12:42:56,86,1,3670,PayPal,1.0,Female,1,3
127,36664,2022-09-16 15:43:11,354,2,1457,Credit Card,0.0,Female,1,1
128,36664,2022-12-03 15:32:51,250,2,2197,Credit Card,0.0,Female,1,2
129,23703,2022-07-07 06:26:57,449,4,4067,PayPal,0.0,Female,1,4
130,23703,2021-04-18 07:03:31,80,4,4371,Credit Card,,Female,1,3
131,23703,2020-02-18 08:14:36,158,4,2876,Credit Card,0.0,Female,1,2
132,23703,2020-11-30 05:18:42,450,3,4174,PayPal,1.0,Female,1,3
133,6089,2020-11-28 04:50:07,215,2,4781,Credit Card,,Male,0,2
134,6089,2020-01-24 05:58:38,151,3,2570,Cash,1.0,Male,0,4
135,6089,2022-01-10 22:12:44,92,3,265,PayPal,0.0,Male,0,3
136,6089,2023-05-23 18:03:19,46,4,4767,Credit Card,0.0,Male,0,4
137,6089,2022-05-27 00:39:48,69,2,936,Crypto,1.0,Male,0,1
138,6089,2020-10-04 03:37:10,417,4,3034,Cash,0.0,Male,0,2
139,6089,2021-02-14 23:03:15,349,3,2875,PayPal,1.0,Male,0,4
140,6089,2022-02-17 18:29:18,153,3,619,PayPal,0.0,Male,0,4
141,6089,2021-06-13 03:23:42,450,5,3578,Credit Card,1.0,Male,0,3
142,6089,2020-09-21 22:45:22,56,3,2959,Credit Card,1.0,Male,0,1
143,34085,2020-06-20 23:00:32,289,5,3666,Cash,,Male,0,1
144,34085,2021-01-31 15:39:29,462,3,789,Credit Card,,Male,0,4
145,34085,2021-03-21 11:49:43,16,3,3357,Cash,,Male,0,4
146,34085,2022-11-27 13:42:52,88,3,1468,Cash,0.0,Male,0,1
147,34085,2022-05-17 01:51:56,71,2,2712,Credit Card,0.0,Male,0,2
148,43154,2020-08-04 05:06:35,432,1,3877,Cash,1.0,Female,1,4
149,43154,2022-09-26 16:35:31,393,1,1388,Credit Card,1.0,Female,1,4
150,43154,2020-06-14 12:00:40,184,3,3554,Credit Card,1.0,Female,1,4
151,43154,2022-01-30 04:49:41,103,5,3664,Crypto,0.0,Female,1,4
152,43154,2022-12-07 15:54:58,118,3,2854,Cash,0.0,Female,1,2
153,24260,2020-10-09 00:41:36,485,2,1317,Cash,0.0,Male,0,1
154,24260,2021-08-13 23:45:40,416,3,2937,PayPal,1.0,Male,0,3
155,24260,2021-02-15 00:42:18,334,5,409,Credit Card,,Male,0,3
156,24260,2020-09-17 10:24:34,413,4,2524,Credit Card,0.0,Male,0,4
157,24260,2022-09-21 04:46:29,492,5,4220,PayPal,1.0,Male,0,1
158,24260,2020-12-14 08:46:08,12,3,303,PayPal,0.0,Male,0,1
159,24260,2021-05-27 17:49:47,198,4,707,Cash,0.0,Male,0,4
160,24260,2022-06-11 16:02:24,375,3,986,Credit Card,0.0,Male,0,2
161,24260,2020-06-18 20:09:53,38,3,2774,Credit Card,,Male,0,3
162,24260,2021-10-01 02:54:57,196,5,3607,Credit Card,1.0,Male,0,4
163,24260,2021-11-22 19:53:14,489,3,671,PayPal,0.0,Male,0,3
164,24260,2021-03-15 10:10:57,414,5,2327,Crypto,0.0,Male,0,4
165,15269,2023-08-23 14:14:31,341,3,2152,PayPal,1.0,Female,0,3
166,15269,2021-12-01 12:39:56,314,2,3112,Credit Card,1.0,Female,0,2
167,15269,2021-12-14 21:46:54,20,5,1996,Credit Card,0.0,Female,0,3
168,15269,2022-10-25 06:14:57,353,4,3738,Cash,1.0,Female,0,1
169,15269,2021-07-23 16:14:17,346,4,3748,Credit Card,0.0,Female,0,4
170,15269,2021-11-09 12:46:08,322,5,1900,PayPal,,Female,0,2
171,15269,2022-10-04 02:17:56,430,5,1942,PayPal,,Female,0,2
172,5241,2021-04-17 15:48:38,84,2,2262,Credit Card,,Male,1,4
173,5241,2021-10-10 07:54:17,370,3,1389,Crypto,1.0,Male,1,1
174,5241,2021-11-15 09:12:26,355,3,1626,Credit Card,1.0,Male,1,2
175,5241,2022-09-02 08:39:52,55,2,1711,Crypto,1.0,Male,1,3
176,5241,2022-08-01 12:11:01,325,1,373,PayPal,1.0,Male,1,1
177,3443,2020-01-13 22:41:19,270,3,4366,PayPal,1.0,Female,1,3
178,3443,2020-12-19 09:21:16,384,1,2388,Credit Card,1.0,Female,1,1
179,3443,2021-01-05 02:45:53,53,2,1572,Cash,0.0,Female,1,1
180,3443,2020-09-11 22:17:46,168,4,3004,Credit Card,1.0,Female,1,1
181,3443,2023-05-15 12:34:36,425,4,2386,PayPal,1.0,Female,1,4
182,3443,2021-05-04 14:09:24,243,2,1768,PayPal,0.0,Female,1,1
183,3443,2020-06-04 23:22:20,428,3,1344,Credit Card,1.0,Female,1,1
184,3443,2021-02-13 12:45:58,108,5,3635,Cash,1.0,Female,1,4
185,3443,2021-02-13 01:23:04,56,1,1040,Credit Card,0.0,Female,1,1
186,47413,2022-03-06 16:11:58,489,2,3657,PayPal,0.0,Male,1,1
187,47413,2023-01-03 11:48:22,114,3,5143,Credit Card,,Male,1,3
188,47413,2022-02-23 02:28:04,87,1,422,Credit Card,1.0,Male,1,4
189,47413,2021-01-09 16:55:47,258,5,704,PayPal,,Male,1,2
190,47413,2022-06-17 18:26:30,137,2,2056,Crypto,0.0,Male,1,1
191,47413,2023-02-09 01:25:01,465,3,628,Cash,1.0,Male,1,1
192,47413,2023-08-12 19:34:55,111,5,618,Crypto,,Male,1,3
193,47413,2022-05-29 18:13:44,32,5,2661,Credit Card,0.0,Male,1,3
194,39920,2022-10-06 12:40:31,122,2,1591,PayPal,1.0,Female,0,2
195,39920,2023-07-28 02:33:47,346,4,4375,Credit Card,1.0,Female,0,4
196,39920,2020-03-05 10:15:56,150,5,390,PayPal,0.0,Female,0,1
197,39920,2020-10-20 22:07:00,127,3,1171,Cash,,Female,0,3
198,39920,2022-04-06 20:21:14,37,1,332,Cash,,Female,0,2
199,39920,2021-06-28 09:10:20,419,1,2515,Crypto,0.0,Female,0,3
200,39920,2020-05-08 13:00:31,383,3,897,Credit Card,1.0,Female,0,3
201,39920,2021-12-29 22:58:40,398,2,5152,Credit Card,0.0,Female,0,4
202,45933,2023-02-04 05:38:41,396,2,3092,PayPal,0.0,Female,0,2
203,45933,2021-08-19 22:54:33,155,4,3944,Crypto,,Female,0,4
204,45933,2021-05-19 05:01:17,35,5,4714,Crypto,1.0,Female,0,3
205,45933,2021-04-15 21:40:25,202,3,4116,Crypto,1.0,Female,0,4
206,45933,2020-03-11 13:25:01,291,3,3056,Crypto,0.0,Female,0,2
207,45933,2022-10-21 10:27:25,484,4,2950,Cash,,Female,0,2
208,45933,2020-01-28 06:44:45,49,3,423,Credit Card,,Female,0,3
209,8969,2023-03-07 02:16:54,382,5,2134,Credit Card,1.0,Female,1,4
210,8969,2022-04-01 06:55:04,414,3,5124,PayPal,,Female,1,3
211,44809,2020-11-11 19:41:28,425,3,3669,PayPal,,Male,0,2
212,44809,2022-07-22 17:39:33,113,1,2216,Crypto,0.0,Male,0,3
213,44809,2022-03-27 12:11:48,95,1,620,Cash,0.0,Male,0,3
214,44809,2022-08-21 21:23:49,349,2,3950,Credit Card,1.0,Male,0,2
215,44809,2022-08-29 01:49:09,238,1,1548,Crypto,0.0,Male,0,3
216,44809,2020-03-21 15:39:29,209,1,4516,Credit Card,0.0,Male,0,3
217,6163,2020-09-21 22:01:52,424,3,544,Credit Card,0.0,Male,0,2
218,6163,2022-06-30 18:37:47,36,2,3736,Cash,1.0,Male,0,3
219,6163,2023-02-04 11:49:39,488,2,647,Cash,,Male,0,4
220,6163,2022-03-01 12:33:16,25,3,4216,PayPal,0.0,Male,0,4
221,6163,2023-04-25 10:29:26,155,1,1861,PayPal,,Male,0,4
222,2919,2022-11-23 08:01:54,214,4,2023,PayPal,,Male,0,4
223,2919,2021-11-05 19:51:49,493,1,4682,Credit Card,,Male,0,4
224,2919,2020-01-31 12:11:11,291,3,4768,PayPal,0.0,Male,0,2
225,2919,2023-01-01 18:37:26,315,1,1974,PayPal,1.0,Male,0,4
226,2919,2020-04-04 03:45:02,435,1,3254,Cash,1.0,Male,0,2
227,2919,2022-08-28 06:12:54,430,3,1777,PayPal,0.0,Male,0,4
228,2919,2021-12-02 05:29:52,209,4,4527,Credit Card,1.0,Male,0,4
229,2919,2021-10-23 12:16:16,381,1,1903,Credit Card,0.0,Male,0,4
230,2919,2020-07-02 17:27:05,333,3,4851,PayPal,0.0,Male,0,4
231,2919,2021-08-20 12:58:24,140,2,2268,Cash,0.0,Male,0,3
232,33320,2022-05-17 08:08:11,450,3,4899,Credit Card,0.0,Male,1,2
233,33320,2021-06-07 12:22:41,495,5,2153,PayPal,1.0,Male,1,1
234,33320,2022-09-13 08:28:12,87,5,3926,PayPal,0.0,Male,1,4
235,33320,2020-03-31 00:48:25,224,1,1108,Credit Card,1.0,Male,1,3
236,33320,2020-07-05 19:40:21,480,1,2993,Credit Card,0.0,Male,1,4
237,33320,2020-09-20 18:23:11,380,3,2878,PayPal,1.0,Male,1,4
238,33320,2023-07-31 21:39:43,205,5,442,Credit Card,0.0,Male,1,3
239,33320,2021-12-30 23:46:34,296,5,1255,Crypto,1.0,Male,1,1
240,33320,2021-06-12 22:22:01,421,4,661,Credit Card,1.0,Male,1,3
241,33320,2020-05-26 10:08:41,420,2,634,Credit Card,1.0,Male,1,2
242,19284,2023-06-19 16:19:04,269,4,922,Credit Card,0.0,Female,0,3
243,19284,2022-04-16 07:48:50,261,4,3193,Cash,1.0,Female,0,4
244,19284,2022-01-14 14:39:41,255,2,4548,Cash,0.0,Female,0,3
245,19284,2021-05-06 06:25:24,346,3,2667,Credit Card,1.0,Female,0,4
246,19284,2022-07-02 05:53:02,354,4,4623,Credit Card,0.0,Female,0,3
247,38226,2020-02-12 07:00:13,311,3,3750,Credit Card,0.0,Female,0,1
248,38226,2021-02-22 18:39:43,493,5,2214,Crypto,1.0,Female,0,3
249,38226,2020-07-06 01:22:45,443,5,2729,PayPal,,Female,0,3
250,38226,2021-09-22 19:38:27,468,3,4398,Cash,1.0,Female,0,3
251,38226,2021-06-19 00:48:08,253,2,3034,PayPal,1.0,Female,0,4
252,38226,2021-11-30 06:57:14,318,1,279,Credit Card,1.0,Female,0,3
253,7547,2021-12-03 00:52:57,404,3,1913,PayPal,0.0,Male,0,2
254,7547,2020-02-26 00:34:55,103,4,4895,PayPal,1.0,Male,0,1
255,7547,2023-03-02 04:57:36,49,1,4400,PayPal,0.0,Male,0,1
256,7547,2020-02-19 18:00:15,428,4,1427,PayPal,1.0,Male,0,2
257,7547,2023-01-14 20:57:43,376,5,289,Credit Card,1.0,Male,0,3
258,7547,2020-05-23 16:06:21,122,1,5008,Credit Card,,Male,0,1
259,7547,2022-04-29 06:03:45,442,5,2206,PayPal,1.0,Male,0,2
260,7547,2021-04-20 04:26:16,314,5,3146,Credit Card,0.0,Male,0,2
261,7547,2021-12-11 20:06:56,409,1,2122,Credit Card,,Male,0,2
262,18196,2022-10-13 04:34:26,358,3,5080,Credit Card,1.0,Male,0,3
263,18196,2023-06-12 22:25:23,182,5,936,PayPal,0.0,Male,0,2
264,18196,2022-03-05 10:44:44,243,2,3453,Credit Card,1.0,Male,0,1
265,18196,2020-09-02 10:47:52,185,4,3206,Credit Card,1.0,Male,0,4
266,18196,2023-05-24 21:33:56,354,5,1366,Crypto,1.0,Male,0,4
267,18196,2023-07-10 15:42:19,460,1,312,Credit Card,,Male,0,3
268,14162,2020-04-08 13:24:47,81,3,1761,Cash,1.0,Male,0,2
269,14162,2020-12-13 16:16:19,266,4,3875,Credit Card,1.0,Male,0,1
270,14162,2023-02-03 23:53:45,262,3,3768,Credit Card,0.0,Male,0,1
271,14162,2022-06-14 06:18:55,401,3,3669,Credit Card,,Male,0,1
272,14162,2020-03-24 12:14:01,489,4,2681,PayPal,0.0,Male,0,4
273,14162,2021-06-06 23:03:07,371,2,2574,Credit Card,0.0,Male,0,4
274,8626,2023-03-08 04:08:12,41,3,4198,Crypto,1.0,Male,0,3
275,8626,2020-09-08 16:04:23,40,1,372,Credit Card,1.0,Male,0,3
276,8626,2022-01-06 08:33:34,33,3,2800,Credit Card,0.0,Male,0,3
277,8626,2020-11-05 10:42:56,451,4,3949,Crypto,,Male,0,4
278,8626,2023-07-06 10:07:27,449,2,3482,Crypto,0.0,Male,0,3
279,8626,2020-03-13 04:37:08,498,5,367,PayPal,1.0,Male,0,4
280,8626,2022-01-10 03:25:55,74,3,4807,PayPal,0.0,Male,0,3
281,8626,2021-06-02 03:00:03,184,1,4651,PayPal,1.0,Male,0,1
282,28501,2023-07-28 03:19:05,209,3,572,Credit Card,1.0,Male,0,3
283,28501,2020-11-12 19:40:20,126,4,3953,PayPal,0.0,Male,0,2
284,28501,2022-05-21 04:15:25,164,4,2301,Cash,0.0,Male,0,4
285,28501,2020-04-28 13:26:47,301,4,4846,PayPal,1.0,Male,0,4
286,28501,2021-02-02 06:31:22,291,2,2721,Cash,0.0,Male,0,3
287,28501,2020-07-12 14:14:25,224,1,2688,Crypto,0.0,Male,0,4
288,29635,2023-03-08 18:12:00,477,3,3859,PayPal,1.0,Male,0,3
289,29635,2021-04-11 20:27:42,318,2,2906,Cash,1.0,Male,0,4
290,29635,2021-03-22 20:41:41,248,4,647,Cash,1.0,Male,0,3
291,29635,2020-12-31 19:35:54,414,4,2622,Credit Card,1.0,Male,0,3
292,23422,2022-07-29 01:41:19,382,4,4583,Credit Card,1.0,Male,0,2
293,23422,2023-06-18 07:43:39,348,3,982,PayPal,0.0,Male,0,4
294,23422,2022-02-04 11:08:53,303,4,4766,Cash,1.0,Male,0,3
295,23422,2020-11-17 05:05:58,83,1,1420,Credit Card,0.0,Male,0,4
296,23422,2020-10-15 07:43:54,298,1,3470,Credit Card,1.0,Male,0,1
297,23422,2021-01-05 01:54:10,211,1,3174,PayPal,0.0,Male,0,2
298,23422,2023-02-10 17:48:12,433,1,4837,PayPal,0.0,Male,0,2
299,23422,2021-04-12 05:22:02,218,1,2466,Crypto,,Male,0,4
300,23422,2021-03-18 12:39:31,483,3,1675,Cash,0.0,Male,0,4
301,23422,2023-04-24 01:04:03,261,1,1502,Credit Card,0.0,Male,0,1
302,46076,2023-03-09 20:20:27,351,3,4933,Credit Card,1.0,Male,0,3
303,46076,2023-07-23 17:17:29,131,1,600,PayPal,0.0,Male,0,3
304,46076,2020-05-30 15:01:32,101,1,4148,Credit Card,1.0,Male,0,3
305,46076,2022-03-17 13:57:57,311,2,3159,Credit Card,0.0,Male,0,3
306,46076,2022-03-12 08:25:29,110,2,1942,Cash,,Male,0,2
307,46076,2022-08-02 20:11:00,216,2,1842,Credit Card,1.0,Male,0,4
308,46076,2020-10-21 10:21:25,226,5,241,Credit Card,0.0,Male,0,3
309,46076,2020-07-19 21:05:31,313,3,451,Credit Card,,Male,0,1
310,13989,2020-07-31 13:26:50,27,4,2238,PayPal,0.0,Female,1,1
311,13989,2022-10-07 00:11:08,303,3,1033,Credit Card,,Female,1,1
312,13989,2022-02-01 04:20:14,15,2,2658,PayPal,1.0,Female,1,2
313,13989,2020-07-10 19:04:20,354,5,520,Cash,1.0,Female,1,4
314,13989,2020-08-26 10:01:11,412,5,4277,Crypto,0.0,Female,1,1
315,32384,2020-12-05 23:50:10,372,4,4510,Credit Card,1.0,Female,0,2
316,32384,2020-12-21 08:09:42,143,2,2415,Credit Card,1.0,Female,0,3
317,32384,2022-10-25 18:48:51,436,4,4310,Credit Card,1.0,Female,0,3
318,32384,2022-03-22 21:13:21,319,2,3526,PayPal,,Female,0,3
319,32384,2022-09-03 00:09:56,229,2,2866,Credit Card,0.0,Female,0,4
320,32384,2020-05-30 07:49:53,172,2,2599,Cash,0.0,Female,0,4
321,32384,2023-03-17 02:23:24,401,3,2351,PayPal,0.0,Female,0,3
322,32384,2022-10-18 16:52:24,94,1,4773,PayPal,,Female,0,2
323,37881,2022-10-18 05:57:39,21,5,3890,PayPal,0.0,Female,0,2
324,37881,2020-01-25 11:08:50,460,2,1886,Crypto,0.0,Female,0,1
325,37881,2023-04-28 00:32:30,200,4,749,Cash,1.0,Female,0,4
326,37881,2020-08-18 20:43:55,149,1,1005,Credit Card,1.0,Female,0,3
327,37881,2023-06-01 19:31:58,43,3,2906,Credit Card,1.0,Female,0,2
328,27922,2023-08-22 07:15:53,278,5,443,Credit Card,1.0,Male,0,4
329,27922,2022-05-26 01:30:01,67,5,477,PayPal,0.0,Male,0,1
330,27922,2021-02-05 09:34:50,53,1,2614,Cash,1.0,Male,0,2
331,27922,2021-03-28 02:43:37,365,4,460,Credit Card,0.0,Male,0,1
332,27922,2021-01-07 05:54:51,389,4,2339,PayPal,0.0,Male,0,3
333,27922,2022-10-17 15:47:07,493,3,3187,Credit Card,1.0,Male,0,2
334,35410,2021-09-06 01:17:34,255,1,5149,PayPal,,Male,0,2
335,35410,2020-12-12 08:57:42,79,2,2863,Credit Card,0.0,Male,0,3
336,35410,2022-09-17 03:45:59,458,3,713,Cash,,Male,0,2
337,35410,2022-11-10 13:15:10,445,4,4188,Credit Card,1.0,Male,0,4
338,35410,2021-06-16 20:44:46,108,3,5246,Cash,1.0,Male,0,3
339,35410,2022-12-18 03:51:54,164,2,3820,Crypto,1.0,Male,0,2
340,35410,2021-05-09 06:52:57,34,1,2827,Cash,1.0,Male,0,2
341,35410,2021-03-05 11:05:11,162,4,1545,PayPal,1.0,Male,0,4
342,14237,2022-10-26 22:29:46,226,4,4110,PayPal,0.0,Female,0,4
343,14237,2021-08-10 09:27:23,477,2,3082,Credit Card,0.0,Female,0,4
